step,headed_mean_Theta,unheaded_mean_Theta,headed_rms,unheaded_rms,headed_bursts,unheaded_bursts
614,3.171841920632174,3.1669414979315316,1.0040357104684634,1.2387616068379843,0,0
615,3.117644864673455,3.1669911946077605,0.9902344986316516,1.2390366404554856,0,0
616,3.154839438526166,3.1670409061406826,0.975378221424562,1.239311213906613,0,0
617,3.135815858022666,3.1670906299941026,0.9713395075651867,1.239585331202979,0,0
618,3.1395647727366174,3.1671403637391826,0.974245680667188,1.239858996072988,0,0
619,3.1498419047415944,3.167190105049207,0.9849640296371145,1.2401322119754856,0,0
620,3.128870991823542,3.1672398516946294,1.001119501390177,1.240404982112674,0,0
621,3.158243227324963,3.1672896015383833,1.027212397508495,1.240677309442335,0,0
622,3.122770902628408,3.167339352531448,1.0512423160601165,1.2409491966893933,0,0
623,3.162745276583303,3.1673891027086447,1.0878597498641602,1.2412206463568647,0,0
624,3.118884267034518,3.1674388501846575,1.1151158223780442,1.241491660736212,0,0
625,3.1668280029392526,3.1674885931502756,1.1554002832179606,1.2417622419171521,0,0
626,3.1144604221608083,3.1675383298688207,1.180771240866732,1.242032391796935,0,0
627,3.1721896397396336,3.167588058672774,1.2174623482227778,1.2423021120891318,0,0
628,3.108677600202394,3.1676377779605818,1.2362462270549779,1.242571404331956,0,0
629,3.1789039814226734,3.1676874861936177,1.2615209739441362,1.2428402698961407,0,0
630,3.101919907691215,3.1677371818933224,1.2699478669282496,1.2431087099924043,0,0
631,3.1855227420726195,3.167786863638477,1.27477590639025,1.2433767256785209,0,0
632,3.096108832411014,3.1678365300626274,1.2713147070504445,1.2436443178660197,0,0
633,3.1894573046842516,3.1678861798516387,1.2508474790667765,1.2439114873265371,0,0
634,3.0930964730990493,3.1679358117413785,1.2376479586303128,1.2441782346978352,0,0
635,3.191022749865219,3.1679854245155195,1.19746617707748,1.2444445604895111,0,0
636,3.0920372863068635,3.1680350170034504,1.179561718534899,1.2447104650884098,0,0
637,3.1907436384726005,3.168084588078298,1.1352331115004457,1.244975948763762,0,0
638,3.0928977976669976,3.16813413665505,1.1186101813539053,1.245241011672054,0,0
639,3.1882619897213194,3.1681836616887686,1.0808569889075308,1.2455056538616565,0,0
640,3.0963865928570797,3.1682331621728963,1.0660517288502245,1.2457698752772142,0,0
641,3.1806576715203367,3.1682826371376485,1.031931373547081,1.2460336757638155,0,0
642,3.106980526935177,3.168332085648481,1.0162573596697944,1.2462970550709545,0,0
643,3.1655169562483536,3.1683815068046375,0.9901904612247464,1.246560012856293,0,0
644,3.1247174309089574,3.168430899737769,0.9792594529467683,1.2468225486892386,0,0
645,3.148598469072097,3.168480263610617,0.9716081886889135,1.2470846620543432,0,0
646,3.1418078404024166,3.1685295976157613,0.9727466468420787,1.2473463523545367,0,0
647,3.1349254282564765,3.168578900974435,0.9812369322680073,1.247607618914203,0,0
648,3.153663305752326,3.168628172935387,0.9981081701160858,1.2478684609821042,0,0
649,3.1260811007544866,3.1686774127738033,1.0178812691920816,1.2481288777341675,0,0
650,3.1602177885782403,3.1687266197902844,1.0486595347587375,1.2483888682761326,0,0
651,3.1212259351577107,3.168775793309859,1.0744722235024857,1.2486484316460793,0,0
652,3.16419950138018,3.1688249326810585,1.1133615744925769,1.248907566816829,0,0
653,3.1173460976181855,3.1688740372750224,1.1404995738200454,1.249166272698237,0,0
654,3.1686843376261558,3.168923106484653,1.18027124175427,1.2494245481393753,0,0
655,3.1124290576269176,3.168972139723806,1.2036546970569812,1.2496823919306137,0,0
656,3.174613698735301,3.1690211364265166,1.2370090271874166,1.2499398028056037,0,0
657,3.106165686850472,3.1690700960462657,1.2522429469600431,1.2501967794431732,0,0
658,3.181579661543259,3.1691190180552744,1.2707944935327808,1.2504533204691315,0,0
659,3.099446046624633,3.169167901943833,1.2746794259443937,1.2507094244579935,0,0
660,3.1873989401861373,3.169216747219661,1.2699655658073,1.2509650899346254,0,0
661,3.0946505204142536,3.169265553407289,1.2623959613507674,1.251220315375817,0,0
662,3.190249970815912,3.1693143200474783,1.2331861755010194,1.2514750992117827,0,0
663,3.0924975258215497,3.1693630466966574,1.2174130825547285,1.2517294398275949,0,0
664,3.1911540934277043,3.169411732926385,1.1735786013277718,1.251983335564557,0,0
665,3.092122491696948,3.16946037832284,1.155669230763172,1.2522367847215135,0,0
666,3.190102973612754,3.1695089824863274,1.1134391485969597,1.2524897855561024,0,0
667,3.093794815394721,3.1695575450308113,1.0977900905206595,1.2527423362859564,0,0
668,3.1863043146203758,3.169606065583462,1.0620910664334504,1.2529944350898499,0,0
669,3.0992504821276334,3.1696545437842296,1.0470575755130378,1.253246080108796,0,0
670,3.175559715571616,3.1697029792854248,1.0142858921064954,1.2534972694470998,0,0
671,3.1132894351086944,3.1697513717513286,0.9993328488986656,1.2537480011733655,0,0
672,3.158961863683402,3.1697997208578097,0.9798795668644311,1.2539982733214594,0,0
673,3.1316557543632277,3.169848026291962,0.972899683056989,1.2542480838914372,0,0
674,3.1428677707251267,3.169896287751753,0.9719265276253637,1.2544974308504284,0,0
675,3.146990643606422,3.169944504945697,0.9787972245888051,1.2547463121334868,0,0
676,3.1309958876786594,3.169992677592519,0.9922176221793967,1.2549947256444054,0,0
677,3.156693839149767,3.1700408054208626,1.0149356987032754,1.2552426692564986,0,0
678,3.1239040983915203,3.170088888168982,1.0375243390753859,1.2554901408133528,0,0
679,3.1618188699610474,3.170136925584462,1.0721655008307445,1.2557371381295463,0,0
680,3.119800149570146,3.1701849174239425,1.099098161067112,1.255983658991341,0,0
681,3.1657550228752327,3.1702328634528603,1.1391771050578536,1.2562297011573473,0,0
682,3.115641709339427,3.17028076344519,1.1654573172863063,1.2564752623591626,0,0
683,3.1707590673467294,3.1703286171832055,1.2036836402007085,1.2567203403019842,0,0
684,3.1101927321007126,3.170376424457246,1.2244390512671832,1.2569649326652,0,0
685,3.1772059114770754,3.1704241850654875,1.2532617329289435,1.2572090371029545,0,0
686,3.1035649940457417,3.1704718988137333,1.2644551147125234,1.2574526512446964,0,0
687,3.1840970462858427,3.170519565515196,1.2749590510477853,1.2576957726957014,0,0
688,3.0972711424416914,3.170567184990311,1.274289488068901,1.2579383990375794,0,0
689,3.1887921637573524,3.1706147570665277,1.2598224240924252,1.2581805278287599,0,0
690,3.0936003182299174,3.1706622815781356,1.2486266323020017,1.2584221566049607,0,0
691,3.1907989805624144,3.1707097583660815,1.2120696642507285,1.2586632828796407,0,0
692,3.092132256468961,3.170757187277795,1.1946581795042006,1.2589039041444332,0,0
693,3.1909958059488925,3.1708045681670236,1.149801638833545,1.2591440178695656,0,0
694,3.0925019597581365,3.1708519008936764,1.132567183363378,1.259383621504265,0,0
695,3.1891234974062344,3.170899185323661,1.0931219815668782,1.259622712477147,0,0
696,3.0951509828115973,3.1709464213287433,1.0781536247701566,1.2598612881965925,0,0
697,3.183263409555535,3.1709936087864,1.043574137623185,1.2600993460511096,0,0
698,3.10353398253631,3.171040747579679,1.0280159183819206,1.2603368834096873,0,0
699,3.169578222386237,3.1710878375970695,0.998604320972802,1.2605738976221306,0,0
700,3.1202208983957362,3.1711348787323685,0.9857108327169307,1.2608103860193896,0,0
701,3.152509917322002,3.17118187088456,0.9735247776263415,1.2610463459138745,0,0
702,3.1380956206235076,3.171228813957694,0.9713087456246744,1.2612817745997624,0,0
703,3.1377858181002978,3.1712757078607723,0.9763309978321031,1.2615166693532907,0,0
704,3.151334410507026,3.1713225525076307,0.9893053576448638,1.2617510274330446,0,0
705,3.127772776673352,3.171369347816841,1.0068840368466496,1.2619848460802316,0,0
706,3.1590238577625946,3.171416093711598,1.0347830903481179,1.2622181225189502,0,0
707,3.1221797107956344,3.1714627901196226,1.0595355959035302,1.2624508539564478,0,0
708,3.163272256329853,3.171509436973068,1.097108069554401,1.262683037583372,0,0
709,3.1183378880714456,3.1715560342084195,1.1244093981161787,1.2629146705740124,0,0
710,3.167482670186933,3.1716025817664097,1.1646244561750343,1.2631457500865364,0,0
711,3.1137415554290544,3.1716490795919294,1.1893457520850579,1.2633762732632166,0,0
712,3.173053664200161,3.1716955276339434,1.2249487974655053,1.2636062372306511,0,0
713,3.107774077872493,3.1717419258454096,1.2424949398641805,1.2638356390999788,0,0
714,3.179889015812813,3.1717882741832004,1.2654715960295786,1.2640644759670854,0,0
715,3.1009910764712756,3.171834572608029,1.2722535399225163,1.2642927449128059,0,0
716,3.1862652475330395,3.171880821084373,1.273654937212435,1.2645204430031192,0,0
717,3.0955228310609955,3.1719270195804072,1.2686426059201357,1.2647475672893387,0,0
718,3.189779135404035,3.171973168067938,1.2448538590419769,1.2649741148082945,0,0
719,3.0928512209946,3.1720192665223315,1.230620421277121,1.2652000825825145,0,0
720,3.191103491768375,3.172065314922458,1.1887942607435193,1.2654254676203953,0,0
721,3.092034554186841,3.172111313250626,1.1707879622993256,1.2656502669163727,0,0
722,3.1905444624308537,3.172157261492527,1.1270841070688433,1.265874477451085,0,0
723,3.0931841569916965,3.17220315963718,1.1108307766546521,1.2660980961915307,0,0
724,3.187646261458699,3.172249007676877,1.073934658508338,1.2663211200912257,0,0
725,3.097286348134672,3.1722948056071267,1.0591118687160772,1.2665435460903514,0,0
726,3.178921460164864,3.1723405534266162,1.025329932292751,1.2667653711159013,0,0
727,3.109183563578115,3.1723862511371497,1.0097718589428777,1.2669865920818246,0,0
728,3.16312698539947,3.172431898743613,0.9859782480170384,1.2672072058891621,0,0
729,3.127292476414324,3.1724774962539257,0.976381966164889,1.267427209426183,0,0
730,3.1464335642026935,3.1725230436789995,0.9712507511764172,1.2676465995685129,0,0
731,3.143800994616923,3.1725685410326974,0.974427915804763,1.2678653731792644,0,0
732,3.133405471588554,3.1726139883317983,0.9848018931805268,1.268083527109158,0,0
733,3.1548606137107638,3.172659385595957,1.003871472869383,1.268301058196644,0,0
734,3.1252203715481452,3.1727047328476723,1.0247597113891134,1.26851796326802,0,0
735,3.1608341993723967,3.1727500301122533,1.0570503214393039,1.2687342391375434,0,0
736,3.1207000857212464,3.172795277417786,1.0833554044963636,1.2689498826075452,0,0
737,3.164751957210568,3.1728404747951067,1.1228052393552759,1.2691648904685353,0,0
738,3.1167439556855334,3.1728856222777693,1.1497129708648521,1.2693792594993096,0,0
739,3.1694174096436925,3.172930719902024,1.1890410696853795,1.2695929864670517,0,0
740,3.1116340872460833,3.1729757677067902,1.2115345344850654,1.269806068127433,0,0
741,3.175545561759567,3.1730207657336322,1.2433755820422359,1.2700185012247094,0,0
742,3.1052197608442618,3.173065714026738,1.2571841920331117,1.2702302824918161,0,0
743,3.1825294204565515,3.1731106126328985,1.2729359354003102,1.2704414086504603,0,0
744,3.098607292372441,3.1731554616014876,1.2751438653888632,1.2706518764112091,0,0
745,3.187962701643862,3.1732002609844496,1.266852565028765,1.2708616824735786,0,0
746,3.094224328231503,3.173245010836275,1.2578950500954602,1.2710708235261172,0,0
747,3.1904774564675265,3.1732897112139917,1.2258014804288564,1.2712792962464896,0,0
748,3.092335258650422,3.1733343621771515,1.2093089874093061,1.271487097301556,0,0
749,3.191130211352071,3.1733789637878167,1.1648072691663074,1.271694223347451,0,0
750,3.0922270449241207,3.173423516110548,1.1470847118857401,1.2719006710296599,0,0
751,3.189788858687327,3.173468019212398,1.1058462495630454,1.272106436983092,0,0
752,3.0942253833037108,3.1735124731629036,1.0904959588713967,1.2723115178321538,0,0
753,3.1853366507130403,3.1735568780340757,1.0553058955717265,1.2725159101908186,0,0
754,3.100644846838142,3.173601233900401,1.0400789371900825,1.2727196106626941,0,0
755,3.173451686908414,3.173645540838828,1.0082560876201587,1.27292261584109,0,0
756,3.115779505896624,3.1736897989287747,0.9939007439195411,1.2731249223090815,0,0
757,3.156573921780211,3.1737340082521186,0.9770848412274244,1.2733265266395726,0,0
758,3.1340849921194933,3.1737781688932034,0.9717656669686431,1.2735274253953568,0,0
759,3.140929203469644,3.1738222809388357,0.9730635413816022,1.2737276151291772,0,0
760,3.1486763377609157,3.173866344478288,0.9821396209656408,1.273927092383783,0,0
761,3.129735731221569,3.1739103596033034,0.9971780313869774,1.2741258536919862,0,0
762,3.157619810313014,3.173954326408099,1.0218794309771435,1.274323895576717,0,0
763,3.1232314655168096,3.173998244989372,1.045329009002885,1.2745212145510754,0,0
764,3.162357023751756,3.174042115446307,1.08115826337235,1.274717807118383,0,0
765,3.1192757547139216,3.1740859378805855,1.1083153393670098,1.2749136697722334,0,0
766,3.166364663248775,3.1741297123963896,1.1485636570959177,1.275108798996542,0,0
767,3.11497027937312,3.17417343910042,1.1743533020088914,1.275303191265591,0,0
768,3.171573562885392,3.1742171181019008,1.211747887099107,1.2754968430440778,0,0
769,3.109327213895431,3.1742607495125967,1.231393627804111,1.2756897507871579,0,0
770,3.178182486030624,3.1743043334468237,1.2582365175120656,1.2758819109404897,0,0
771,3.1026124756431934,3.174347870021464,1.2678496644396706,1.2760733199402765,0,0
772,3.1849394824744786,3.174391359355982,1.2751255750312,1.2762639742133084,0,0
773,3.096578302757294,3.174434801572442,1.2728319118711235,1.2764538701770012,0,0
774,3.18919378249311,3.174478196795524,1.2548724325711238,1.2766430042394368,0,0
775,3.0932967573794437,3.1745215451525426,1.2424901793726602,1.2768313727994012,0,0
776,3.1909406102527016,3.1745648467734675,1.2037285769009896,1.2770189722464218,0,0
777,3.0920637403854876,3.174608101790941,1.185981849864063,1.2772057989608039,0,0
778,3.1908647167466193,3.1746513103403036,1.1413346037506267,1.277391849313666,0,0
779,3.092715176740372,3.1746944725596116,1.1244442679523525,1.2775771196669745,0,0
780,3.18865484642199,3.1747375885896645,1.0860003410414356,1.27776160637358,0,0
781,3.095818552088202,3.174780658574026,1.0711553588752376,1.2779453057772479,0,0
782,3.181825108311204,3.174823682659048,1.0368381461947394,1.2781282142126933,0,0
783,3.105459464859932,3.174866660993896,1.0211716093290641,1.2783103280056134,0,0
784,3.1672522177959714,3.174909593730579,0.9935861425174652,1.2784916434727187,0,0
785,3.1228150993402757,3.174952481023972,0.9817673484311302,1.2786721569217663,0,0
786,3.150231372217476,3.1749953230318453,0.9722184345668672,1.2788518646515887,0,0
787,3.140275648769901,3.1750381199148925,0.9719084172716151,1.279030762952128,0,0
788,3.1361011332133084,3.1750808718367582,0.9789618804424982,1.279208848104465,0,0
789,3.1527173566549327,3.1751235789640693,0.9941921032314388,1.2793861163808506,0,0
790,3.126765045703747,3.1751662414664636,1.0130782170017918,1.279562564044737,0,0
791,3.159734415874235,3.1752088595166192,1.0426773563047897,1.279738187350808,0,0
792,3.121621043039708,3.1752514332902897,1.068072173483558,1.2799129825450115,0,0
793,3.1638034489955875,3.1752939629663275,1.1064574586530445,1.2800869458645903,0,0
794,3.1177734236477987,3.175336448726726,1.1337015622185946,1.2802600735381124,0,0
795,3.1681652243208425,3.175378890756644,1.173710980680998,1.2804323617855062,0,0
796,3.1129947584923756,3.1754212892444382,1.1976928826320512,1.2806038068180907,0,0
797,3.1739443683240283,3.175463644381702,1.2320558893728613,1.280774404838611,0,0
798,3.1068520705249494,3.1755059563632932,1.2482935411346532,1.2809441520412694,0,0
799,3.180868966954599,3.175548225387368,1.2687855098850258,1.2811130446117638,0,0
800,3.1000876348770845,3.1755904516554145,1.2739005537286985,1.2812810787273212,0,0
801,3.186943434036912,3.1756326353722906,1.271794691335015,1.2814482505567353,0,0
802,3.094998110327385,3.1756747767462485,1.2652851533155067,1.2816145562604047,0,0
803,3.190063113749213,3.1757168759889773,1.2383105934324328,1.2817799919903718,0,0
804,3.0926362218334,3.1757589333156298,1.223146598407275,1.2819445538903635,0,0
805,3.191146789240294,3.1758009489448615,1.1800294839524457,1.2821082380958342,0,0
806,3.0920708515706905,3.175842923098859,1.1620404124803911,1.2822710407340079,0,0
807,3.1903051168276093,3.175884856003376,1.119138126436698,1.2824329579239255,0,0
808,3.093517247933754,3.175926747887766,1.1032433069313161,1.2825939857764903,0,0
809,3.1869198681003055,3.1759685989850115,1.0670858774811842,1.2827541203945194,0,0
810,3.0983518928994083,3.1760104095317616,1.0521662778857628,1.2829133578727931,0,0
811,3.1770321767991994,3.176052179768361,1.0188819629565717,1.2830716942981095,0,0
812,3.1115137607372536,3.176093909938879,1.0036070338290002,1.2832291257493413,0,0
813,3.1607238999498937,3.1761356002911456,0.9822693424779887,1.2833856482974932,0,0
814,3.129829286943803,3.176177251076775,0.9741388000596926,1.283541258005764,0,0
815,3.1443461475101357,3.1762188625512024,0.9714400367025854,1.2836959509296095,0,0
816,3.1456821841703575,3.1762604349737074,0.9767250182319105,1.2838497231168113,0,0
817,3.1319807277679197,3.1763019686074414,0.9888918697248612,1.2840025706075457,0,0
818,3.1559545401473215,3.1763434637194607,1.010095591412996,1.2841544894344568,0,0
819,3.124435902669731,3.1763849205807464,1.0319984613175026,1.2843054756227346,0,0
820,3.1614123952541906,3.1764263394662335,1.06568834333071,1.284455525190194,0,0
821,3.120181044655355,3.1764677206548324,1.0923916157580347,1.2846046341473594,0,0
822,3.1653227239698016,3.1765090644294545,1.1322568306422973,1.2847527984975522,0,0
823,3.1161175293382364,3.1765503710770324,1.15883747381858,1.2849000142369844,0,0
824,3.1701803117461744,3.17659164088854,1.1975821839266283,1.2850462773548517,0,0
825,3.110812200253214,3.1766328741590137,1.2191025626103165,1.2851915838334365,0,0
826,3.1764972274339702,3.1766740711875685,1.249265306762453,1.2853359296482119,0,0
827,3.104266187231208,3.1767152322774166,1.261586349841134,1.2854793107679505,0,0
828,3.1834482702430127,3.176756357735877,1.274368748559247,1.2856217231548415,0,0
829,3.097816736837915,3.176797447874397,1.2749096068358297,1.2857631627646062,0,0
830,3.188462973413744,3.1768385030085553,1.2630440573221133,1.2859036255466263,0,0
831,3.0938480561849055,3.1768795234580764,1.2527684753164783,1.2860431074440715,0,0
832,3.190674336138701,3.1769205095468407,1.218008767619064,1.2861816043940364,0,0
833,3.092205535719327,3.176961461602884,1.200933965227278,1.2863191123276798,0,0
834,3.191067082395314,3.177002379958404,1.1561094619565015,1.2864556271703744,0,0
835,3.0923710713018657,3.1770432649497686,1.138647583169705,1.286591144841856,0,0
836,3.1894256020510396,3.1770841169175044,1.098443364730478,1.286725661256387,0,0
837,3.094727602106879,3.177124936206304,1.0833373515132811,1.286859172322918,0,0
838,3.1842049377552475,3.1771657231650168,1.0485342419262027,1.286991673945261,0,0
839,3.1022392011215927,3.1772064781466423,1.0331042896195388,1.2871231620222687,0,0
840,3.1712462851286056,3.177247201508322,1.0025515145036719,1.2872536324480197,0,0
841,3.1183278282986855,3.1772878936113265,0.9889751242078385,1.2873830811120095,0,0
842,3.1542147783653682,3.1773285548210404,0.9748312814157044,1.2875115038993517,0,0
843,3.136432235591876,3.1773691855069477,0.9712694670311426,1.2876388966909835,0,0
844,3.139081885052207,3.177409786042611,0.9747475923806458,1.2877652553638803,0,0
845,3.1502501483888703,3.1774503568056467,0.9860654222292103,1.2878905757912782,0,0
846,3.1285695395647637,3.1774908981777013,1.0026111883911781,1.2880148538429024,0,0
847,3.15845856846487,3.1775314105444252,1.0291953443938493,1.2881380853852051,0,0
848,3.1226096972042483,3.1775718942954385,1.0534253962795876,1.2882602662816114,0,0
849,3.1628855997239747,3.1776123498242974,1.0903107913264676,1.2883813923927723,0,0
850,3.1187403399340585,3.177652777528458,1.1175890035599754,1.2885014595768265,0,0
851,3.1669996854670477,3.1776931778092354,1.1578683139954251,1.2886204636896716,0,0
852,3.114271701574,3.1777335510717606,1.1830751240713038,1.2887384005852425,0,0
853,3.1724170305942674,3.1777738977249297,1.2194911402420705,1.2888552661157981,0,0
854,3.1084389546236064,3.1778142181813607,1.2379524408505056,1.2889710561322196,0,0
855,3.1791663416865226,3.177854512857335,1.2626334130069838,1.289085766484314,0,0
856,3.10167057635066,3.1778947821727406,1.2706250582442733,1.2891993930211298,0,0
857,3.185726553553993,3.177935026551014,1.2745499591992486,1.2893119315912789,0,0
858,3.09594670876803,3.177975246419076,1.2706708760669503,1.2894233780432705,0,0
859,3.18954701395654,3.1780154422072626,1.2493073759391378,1.2895337282258525,0,0
860,3.093028126131633,3.178055614349253,1.2358231492472913,1.2896429779883627,0,0
861,3.1910478272917238,3.1780957632820006,1.1951698641364767,1.2897511231810892,0,0
862,3.0920327759802144,3.17813588944565,1.1772258973598047,1.2898581596556413,0,0
863,3.1906944633205168,3.1781759932834546,1.133043689671031,1.2899640832653292,0,0
864,3.0929697371251694,3.178216075241696,1.1165192256438736,1.2900688898655523,0,0
865,3.1881076788438363,3.178256135769588,1.0790046628167171,1.2901725753142004,0,0
866,3.096611269865038,3.178296175319191,1.0642028142919802,1.2902751354720594,0,0
867,3.180211226692379,3.178336194345309,1.030161879916754,1.2903765662032332,0,0
868,3.1075533463821507,3.178376193305392,1.0145035714052286,1.2904768633755692,0,0
869,3.1648827381997617,3.178416172659432,0.9890209228261815,1.290576022861097,0,0
870,3.1254058239660067,3.1784561328698544,0.9784317537060523,1.2906740405364774,0,0
871,3.148014822433879,3.1784960744014055,0.9714595673833537,1.2907709122834583,0,0
872,3.142349449247194,3.1785359977210383,0.9731338288519489,1.2908666339893418,0,0
873,3.1345113615440106,3.178575903297792,0.9821342828666696,1.290961201547463,0,0
874,3.153992435075452,3.178615791602669,0.9995960188259622,1.2910546108576737,0,0
875,3.125844030625761,3.1786556631085094,1.019676402194965,1.2911468578268406,0,0
876,3.160386332034095,3.178695518289859,1.0508681884998532,1.2912379383693502,0,0
877,3.1210847671133806,3.1787353576228363,1.0768208882823427,1.291327848407624,0,0
878,3.1643450474773136,3.1787751815849923,1.1158737515589907,1.2914165838726428,0,0
879,3.117188030393127,3.1788149906551717,1.1429600097876098,1.291504140704481,0,0
880,3.168876658978945,3.178854785313367,1.1826270858644479,1.2915905148528484,0,0
881,3.1122200355867924,3.1788945660405687,1.2057818240923173,1.2916757022776446,0,0
882,3.174859737613913,3.1789343333186135,1.238748946814646,1.2917596989495175,0,0
883,3.1059148174025246,3.1789740876300314,1.2536096457681924,1.2918425008504346,0,0
884,3.1818350353400935,3.17901382945788,1.2714328043352536,1.2919241039742613,0,0
885,3.0992183956422186,3.1790535592855904,1.2748708176594832,1.292004504327348,0,0
886,3.1875554507998167,3.1790932775967953,1.2692058135826005,1.2920836979291257,0,0
887,3.094531828809322,3.1791329848751637,1.2612600290008429,1.2921616808127092,0,0
888,3.1903135611691744,3.179172681604225,1.231262928049766,1.2922384490255097,0,0
889,3.09245124587353,3.1792123682671978,1.215285382233526,1.2923139986298526,0,0
890,3.191151559709484,3.179252045346811,1.171238543729014,1.2923883257036064,0,0
891,3.092146481969357,3.179291713325121,1.1533706791712723,1.292461426340816,0,0
892,3.190023805553984,3.1793313726833294,1.1113977755692814,1.2925332966523453,0,0
893,3.0939032381857623,3.1793710239015947,1.095832846365405,1.2926039327665235,0,0
894,3.1860617518550463,3.179410667458845,1.0602822506138292,1.2926733308298035,0,0
895,3.0996023953767398,3.1794503038325868,1.0452004866785713,1.29274148700742,0,0
896,3.1750090493435414,3.1794899334987092,1.0126516862555666,1.2928083974840603,0,0
897,3.1139454812297287,3.1795295569312856,0.9978398850072231,1.292874058464535,0,0
898,3.158323931846386,3.1795691746023818,0.9790828669275211,1.2929384661744598,0,0
899,3.1323099304935496,3.179608786981848,0.9725352068123481,1.2930016168609375,0,0
900,3.142342784142128,3.1796483945371192,0.9721758908077677,1.2930635067932488,0,0
901,3.1474505340674543,3.179687997733012,0.9796293674793622,1.2931241322635456,0,0
902,3.1306510691112224,3.1797275970315155,0.9934910932937376,1.2931834895875496,0,0
903,3.1569494071146003,3.1797671928915854,1.016746765399513,1.2932415751052548,0,0
904,3.1237194177711882,3.1798067857689354,1.0395727697611254,1.2932983851816326,0,0
905,3.161963640254136,3.1798463761158238,1.0745427937643843,1.2933539162073424,0,0
906,3.1196612876272294,3.1798859643808446,1.1015452397411327,1.2934081645994426,0,0
907,3.16591499602915,3.1799255510087128,1.1416829402106206,1.2934611268021072,0,0
908,3.1154655174997554,3.1799651364400514,1.1678416044974278,1.293512799287341,0,0
909,3.1709730917073675,3.1800047211111764,1.2058606291826386,1.2935631785557,0,0
910,3.10996457750526,3.1800443054538827,1.2263279920002415,1.293612261137012,0,0
911,3.1774649356522313,3.180083889895228,1.2546409408815107,1.293660043591098,0,0
912,3.103310743523457,3.1801234748573166,1.2654180968895636,1.2937065225084954,0,0
913,3.18432637903091,3.1801630607570837,1.275075607748864,1.29375169451118,0,0
914,3.0970807892239747,3.1802026480060785,1.2739703194689926,1.2937955562532901,0,0
915,3.1889042134880494,3.1802422370102477,1.2585662174118732,1.2938381044218492,0,0
916,3.093515812220612,3.1802818281697243,1.2470466467204875,1.293879335737487,0,0
917,3.1908399436775823,3.1803214218786047,1.2098738268784843,1.2939192469551608,0,0
918,3.092110420042508,3.180361018524741,1.1923592211937089,1.2939578348648755,0,0
919,3.190964719358939,3.180400618489523,1.1475311113615334,1.2939950962923994,0,0
920,3.0925547867273817,3.180440222147664,1.1303850762467007,1.2940310280999814,0,0
921,3.1890055134633513,3.180479829866995,1.0912115532688775,1.2940656271870612,0,0
922,3.0953178504879304,3.180519442008247,1.0762835605103611,1.2940988904909805,0,0
923,3.1828978637081278,3.1805590589248425,1.0417767191957097,1.2941308149876882,0,0
924,3.104029149735839,3.1805986809626936,1.0261806216958402,1.2941613976924415,0,0
925,3.1689640963653836,3.1806383084599847,0.9972258223530943,1.294190635660506,0,0
926,3.120910873918247,3.1806779417469797,0.9846026752560281,1.294218525987846,0,0
927,3.1518976788159065,3.180717581145807,0.9731234098142824,1.2942450658118159,0,0
928,3.1386862226985492,3.1807572269702704,0.9714070410849118,1.29427025231184,0,0
929,3.137327938879721,3.180796879525643,0.9769784165074078,1.294294082710092,0,0
930,3.1517133301835707,3.180836539108473,0.9905545104458001,1.2943165542721646,0,0
931,3.1274957052788426,3.1808762060063898,1.0084926396337195,1.294337664307735,0,0
932,3.159219467384268,3.1809158804979134,1.0368548426433333,1.2943574101712219,0,0
933,3.122028188331416,3.1809555628522665,1.0617863690819194,1.2943757892624361,0,0
934,3.1634130238090314,3.180995253329186,1.0995893573815154,1.2943927990272253,0,0
935,3.118189468779899,3.1810349521787438,1.1268853929898086,1.2944084369581066,0,0
936,3.167661664352272,3.181074659641169,1.167058995494094,1.2944227005948954,0,0
937,3.1135454177273387,3.1811143759466636,1.1915920844309862,1.2944355875253228,0,0
938,3.1732883270274157,3.1811541013152382,1.2268798961246439,1.2944470953856464,0,0
939,3.1075302307290467,3.18119383595654,1.2440844099521255,1.29445722186125,0,0
940,3.180150817794818,3.181233580069686,1.266417593493992,1.2944659646872343,0,0
941,3.1007476430513194,3.1812733338431003,1.272757298399418,1.2944733216489988,0,0
942,3.186452254859224,3.181313097454359,1.2732314515670047,1.2944792905828124,0,0
943,3.0953771936377223,3.181352871070034,1.2678148274869756,1.294483869376375,0,0
944,3.18985824745021,3.181392654845542,1.2431633294933278,1.2944870559693653,0,0
945,3.092791050496072,3.181432448925,1.2286714354439638,1.294488848353983,0,0
946,3.1911187344859173,3.181472253441084,1.1864664147801744,1.294489244575474,0,0
947,3.092040389363573,3.1815120685148877,1.1684536534333148,1.2944882427326485,0,0
948,3.190484701038708,3.181551894255795,1.1249479784941343,1.2944858409783844,0,0
949,3.0932680897410525,3.1815917307613457,1.108791952816268,1.294482037520121,0,0
950,3.1874644930614626,3.181631578117116,1.0721048706311922,1.2944768306203378,0,0
951,3.0975530191688208,3.1816714363965937,1.0572636931991166,1.2944702185970247,0,0
952,3.178432553802375,3.1817113056610715,1.0235952357811051,1.2944621998241352,0,0
953,3.109792729236929,3.1817511859595293,1.0080955055378449,1.294452772732029,0,0
954,3.1624876353211255,3.1817910773285334,0.9849404816722291,1.294441935807901,0,0
955,3.1279725400980816,3.181830979792135,0.9757223134321238,1.2944296875961967,0,0
