method,modulus,control,steps,exNMI,nmi,nmi_z,residual_R,survives_name_change,lock_claimed
step_index,9,False,600,-0.022286871210653793,0.01790820252719679,-4.2261526955555,1.5490121406908144,False,False
step_index,37,False,600,-0.08183059512277129,0.08633868466679158,-15.69036435326551,1.4943068471332916,False,False
paired,37,False,600,-0.0061459544693560075,0.39328863041569306,-4.395661392835288,1.5707963267948966,False,False
shuffled,9,False,600,0.0006468776871457749,0.04689123874052168,0.10673926842733035,1.4113410722984114,False,False
angle_bin,9,True,600,0.7190709826939534,0.7602449444294557,218.7060006734825,0.17480920718050422,False,False
