candidate,independent,peloton,residual_rms,peloton_residual_rms,beats_peloton,fit_az_m9,fit_az_m37,fit_resultant_m9,fit_resultant_m37,chain_delta_az,survives_name_change,lock_claimed,steps,seed,n_sites
peloton,False,True,1.6399864786902987,1.6399864786902987,False,0.9558124040780128,0.14836930844437207,0.020616802431782388,0.044576418161360126,0.8074430956336407,False,False,5000,0,96
peloton_alpha,False,True,1.8375574698157815,1.6399864786902987,False,0.9558124040780128,0.14836930844437207,0.020616802431782388,0.044576418161360126,0.8074430956336407,False,False,5000,0,96
lab_x,True,False,1.8226781992815577,1.6399864786902987,False,0.9558124040780128,0.14836930844437207,0.020616802431782388,0.044576418161360126,0.8074430956336407,True,False,5000,0,96
lab_y,True,False,1.7259565620379667,1.6399864786902987,False,0.9558124040780128,0.14836930844437207,0.020616802431782388,0.044576418161360126,0.8074430956336407,True,False,5000,0,96
lab_z,True,False,1.6716127517546768,1.6399864786902987,False,0.9558124040780128,0.14836930844437207,0.020616802431782388,0.044576418161360126,0.8074430956336407,True,False,5000,0,96
other_seed,True,False,1.7724143712486278,1.6399864786902987,False,0.9558124040780128,0.14836930844437207,0.020616802431782388,0.044576418161360126,0.8074430956336407,True,False,5000,0,96
